strategy,feasible_fixed,fixed_expected_profit,feasible_bayes,bayes_expected_profit,bayes_profit_sd,bayes_profit_q05
0101001011010101,0,-inf,0,-inf,,
0101001011010110,0,-inf,0,-inf,,
0101001011010111,0,-inf,0,-inf,,
0101000111010100,0,-inf,0,-inf,,
0101000111010101,0,-inf,0,-inf,,
0101000111010110,0,-inf,0,-inf,,
0101000111010111,0,-inf,0,-inf,,
0101001111010100,0,-inf,0,-inf,,
0101001111010101,0,-inf,0,-inf,,
0101001111010110,0,-inf,0,-inf,,
0101001111010111,0,-inf,0,-inf,,
0101000011110100,0,-inf,0,-inf,,
0101000011110101,0,-inf,0,-inf,,
0101000011110110,0,-inf,0,-inf,,
0101000011110111,0,-inf,0,-inf,,
0101001011110100,0,-inf,0,-inf,,
0101001011110101,0,-inf,0,-inf,,
0101001011110110,0,-inf,0,-inf,,
0101001011110111,0,-inf,0,-inf,,
0101000111110100,0,-inf,0,-inf,,
0101000111110101,0,-inf,0,-inf,,
0101000111110110,0,-inf,0,-inf,,
0101000111110111,0,-inf,0,-inf,,
0101001111110100,0,-inf,0,-inf,,
0101001111110101,0,-inf,0,-inf,,
0101001111110110,0,-inf,0,-inf,,
0101001111110111,0,-inf,0,-inf,,
0100100011010000,0,-inf,0,-inf,,
0100100011010001,0,-inf,0,-inf,,
0100100011010010,0,-inf,0,-inf,,
0100100011010011,0,-inf,0,-inf,,
0100101011010000,0,-inf,0,-inf,,
0100101011010001,0,-inf,0,-inf,,
0100101011010010,0,-inf,0,-inf,,
0100101011010011,0,-inf,0,-inf,,
0100100111010000,0,-inf,0,-inf,,
0100100111010001,0,-inf,0,-inf,,
0100100111010010,0,-inf,0,-inf,,
0100100111010011,0,-inf,0,-inf,,
0100101111010000,0,-inf,0,-inf,,
0100101111010001,0,-inf,0,-inf,,
0100101111010010,0,-inf,0,-inf,,
0100101111010011,0,-inf,0,-inf,,
0100100011110000,0,-inf,0,-inf,,
0100100011110001,0,-inf,0,-inf,,
0100100011110010,0,-inf,0,-inf,,
0100100011110011,0,-inf,0,-inf,,
0100101011110000,0,-inf,0,-inf,,
0100101011110001,0,-inf,0,-inf,,
0100101011110010,0,-inf,0,-inf,,
0100101011110011,0,-inf,0,-inf,,
0100100111110000,0,-inf,0,-inf,,
0100100111110001,0,-inf,0,-inf,,
0100100111110010,0,-inf,0,-inf,,
0100100111110011,0,-inf,0,-inf,,
0100101111110000,0,-inf,0,-inf,,
0100101111110001,0,-inf,0,-inf,,
0100101111110010,0,-inf,0,-inf,,
0100101111110011,0,-inf,0,-inf,,
0100100011010100,0,-inf,0,-inf,,
0100100011010101,0,-inf,0,-inf,,
0100100011010110,0,-inf,0,-inf,,
0100100011010111,0,-inf,0,-inf,,
0100101011010100,0,-inf,0,-inf,,
0100101011010101,0,-inf,0,-inf,,
0100101011010110,0,-inf,0,-inf,,
0100101011010111,0,-inf,0,-inf,,
0100100111010100,0,-inf,0,-inf,,
0100100111010101,0,-inf,0,-inf,,
0100100111010110,0,-inf,0,-inf,,
0100100111010111,0,-inf,0,-inf,,
0100101111010100,0,-inf,0,-inf,,
0100101111010101,0,-inf,0,-inf,,
0100101111010110,0,-inf,0,-inf,,
0100101111010111,0,-inf,0,-inf,,
0100100011110100,0,-inf,0,-inf,,
0100100011110101,0,-inf,0,-inf,,
0100100011110110,0,-inf,0,-inf,,
0100100011110111,0,-inf,0,-inf,,
0100101011110100,0,-inf,0,-inf,,
0100101011110101,0,-inf,0,-inf,,
0100101011110110,0,-inf,0,-inf,,
0100101011110111,0,-inf,0,-inf,,
0100100111110100,0,-inf,0,-inf,,
0100100111110101,0,-inf,0,-inf,,
0100100111110110,0,-inf,0,-inf,,
0100100111110111,0,-inf,0,-inf,,
0100101111110100,0,-inf,0,-inf,,
0100101111110101,0,-inf,0,-inf,,
0100101111110110,0,-inf,0,-inf,,
0100101111110111,0,-inf,0,-inf,,
0101100011010000,0,-inf,0,-inf,,
0101100011010001,0,-inf,0,-inf,,
0101100011010010,0,-inf,0,-inf,,
0101100011010011,0,-inf,0,-inf,,
0101101011010000,0,-inf,0,-inf,,
0101101011010001,0,-inf,0,-inf,,
0101101011010010,0,-inf,0,-inf,,
0101101011010011,0,-inf,0,-inf,,
0101100111010000,0,-inf,0,-inf,,
0101100111010001,0,-inf,0,-inf,,
0101100111010010,0,-inf,0,-inf,,
0101100111010011,0,-inf,0,-inf,,
0101101111010000,0,-inf,0,-inf,,
0101101111010001,0,-inf,0,-inf,,
0101101111010010,0,-inf,0,-inf,,
0101101111010011,0,-inf,0,-inf,,
0101100011110000,0,-inf,0,-inf,,
0101100011110001,0,-inf,0,-inf,,
0101100011110010,0,-inf,0,-inf,,
0101100011110011,0,-inf,0,-inf,,
0101101011110000,0,-inf,0,-inf,,
0101101011110001,0,-inf,0,-inf,,
0101101011110010,0,-inf,0,-inf,,
0101101011110011,0,-inf,0,-inf,,
0101100111110000,0,-inf,0,-inf,,
0101100111110001,0,-inf,0,-inf,,
0101100111110010,0,-inf,0,-inf,,
0101100111110011,0,-inf,0,-inf,,
0101101111110000,0,-inf,0,-inf,,
0101101111110001,0,-inf,0,-inf,,
0101101111110010,0,-inf,0,-inf,,
0101101111110011,0,-inf,0,-inf,,
0101100011010100,0,-inf,0,-inf,,
0101100011010101,0,-inf,0,-inf,,
0101100011010110,0,-inf,0,-inf,,
0101100011010111,0,-inf,0,-inf,,
0101101011010100,0,-inf,0,-inf,,
0101101011010101,0,-inf,0,-inf,,
0101101011010110,0,-inf,0,-inf,,
0101101011010111,0,-inf,0,-inf,,
0101100111010100,0,-inf,0,-inf,,
0101100111010101,0,-inf,0,-inf,,
0101100111010110,0,-inf,0,-inf,,
0101100111010111,0,-inf,0,-inf,,
0101101111010100,0,-inf,0,-inf,,
0101101111010101,0,-inf,0,-inf,,
0101101111010110,0,-inf,0,-inf,,
0101101111010111,0,-inf,0,-inf,,
0101100011110100,0,-inf,0,-inf,,
0101100011110101,0,-inf,0,-inf,,
0101100011110110,0,-inf,0,-inf,,
0101100011110111,0,-inf,0,-inf,,
0101101011110100,0,-inf,0,-inf,,
0101101011110101,0,-inf,0,-inf,,
0101101011110110,0,-inf,0,-inf,,
0101101011110111,0,-inf,0,-inf,,
0101100111110100,0,-inf,0,-inf,,
0101100111110101,0,-inf,0,-inf,,
0101100111110110,0,-inf,0,-inf,,
0101100111110111,0,-inf,0,-inf,,
0101101111110100,0,-inf,0,-inf,,
0101101111110101,0,-inf,0,-inf,,
0101101111110110,0,-inf,0,-inf,,
0101101111110111,0,-inf,0,-inf,,
0100010011010000,0,-inf,0,-inf,,
0100010011010001,0,-inf,0,-inf,,
0100010011010010,0,-inf,0,-inf,,
0100010011010011,0,-inf,0,-inf,,
0100011011010000,0,-inf,0,-inf,,
0100011011010001,0,-inf,0,-inf,,
0100011011010010,0,-inf,0,-inf,,
0100011011010011,0,-inf,0,-inf,,
0100010111010000,0,-inf,0,-inf,,
0100010111010001,0,-inf,0,-inf,,
0100010111010010,0,-inf,0,-inf,,
0100010111010011,0,-inf,0,-inf,,
0100011111010000,0,-inf,0,-inf,,
0100011111010001,0,-inf,0,-inf,,
0100011111010010,0,-inf,0,-inf,,
0100011111010011,0,-inf,0,-inf,,
0100010011110000,0,-inf,0,-inf,,
0100010011110001,0,-inf,0,-inf,,
0100010011110010,0,-inf,0,-inf,,
0100010011110011,0,-inf,0,-inf,,
0100011011110000,0,-inf,0,-inf,,
0100011011110001,0,-inf,0,-inf,,
0100011011110010,0,-inf,0,-inf,,
0100011011110011,0,-inf,0,-inf,,
0100010111110000,0,-inf,0,-inf,,
0100010111110001,0,-inf,0,-inf,,
0100010111110010,0,-inf,0,-inf,,
0100010111110011,0,-inf,0,-inf,,
0100011111110000,0,-inf,0,-inf,,
0100011111110001,0,-inf,0,-inf,,
0100011111110010,0,-inf,0,-inf,,
0100011111110011,0,-inf,0,-inf,,
0100010011010100,0,-inf,0,-inf,,
0100010011010101,0,-inf,0,-inf,,
0100010011010110,0,-inf,0,-inf,,
0100010011010111,0,-inf,0,-inf,,
0100011011010100,0,-inf,0,-inf,,
0100011011010101,0,-inf,0,-inf,,
0100011011010110,0,-inf,0,-inf,,
0100011011010111,0,-inf,0,-inf,,
0100010111010100,0,-inf,0,-inf,,
0100010111010101,0,-inf,0,-inf,,
0100010111010110,0,-inf,0,-inf,,
0100010111010111,0,-inf,0,-inf,,
0100011111010100,0,-inf,0,-inf,,
0100011111010101,0,-inf,0,-inf,,
0100011111010110,0,-inf,0,-inf,,
0100011111010111,0,-inf,0,-inf,,
0100010011110100,0,-inf,0,-inf,,
0100010011110101,0,-inf,0,-inf,,
0100010011110110,0,-inf,0,-inf,,
0100010011110111,0,-inf,0,-inf,,
0100011011110100,0,-inf,0,-inf,,
0100011011110101,0,-inf,0,-inf,,
0100011011110110,0,-inf,0,-inf,,
0100011011110111,0,-inf,0,-inf,,
0100010111110100,0,-inf,0,-inf,,
0100010111110101,0,-inf,0,-inf,,
0100010111110110,0,-inf,0,-inf,,
0100010111110111,0,-inf,0,-inf,,
0100011111110100,0,-inf,0,-inf,,
0100011111110101,0,-inf,0,-inf,,
0100011111110110,0,-inf,0,-inf,,
0100011111110111,0,-inf,0,-inf,,
0101010011010000,0,-inf,0,-inf,,
0101010011010001,0,-inf,0,-inf,,
0101010011010010,0,-inf,0,-inf,,
0101010011010011,0,-inf,0,-inf,,
0101011011010000,0,-inf,0,-inf,,
0101011011010001,0,-inf,0,-inf,,
0101011011010010,0,-inf,0,-inf,,
0101011011010011,0,-inf,0,-inf,,
0101010111010000,0,-inf,0,-inf,,
0101010111010001,0,-inf,0,-inf,,
0101010111010010,0,-inf,0,-inf,,
0101010111010011,0,-inf,0,-inf,,
0101011111010000,0,-inf,0,-inf,,
0101011111010001,0,-inf,0,-inf,,
0101011111010010,0,-inf,0,-inf,,
0101011111010011,0,-inf,0,-inf,,
0101010011110000,0,-inf,0,-inf,,
0101010011110001,0,-inf,0,-inf,,
0101010011110010,0,-inf,0,-inf,,
0101010011110011,0,-inf,0,-inf,,
0101011011110000,0,-inf,0,-inf,,
0101011011110001,0,-inf,0,-inf,,
0101011011110010,0,-inf,0,-inf,,
0101011011110011,0,-inf,0,-inf,,
0101010111110000,0,-inf,0,-inf,,
0101010111110001,0,-inf,0,-inf,,
0101010111110010,0,-inf,0,-inf,,
0101010111110011,0,-inf,0,-inf,,
0101011111110000,0,-inf,0,-inf,,
0101011111110001,0,-inf,0,-inf,,
0101011111110010,0,-inf,0,-inf,,
0101011111110011,0,-inf,0,-inf,,
0101010011010100,0,-inf,0,-inf,,
0101010011010101,0,-inf,0,-inf,,
0101010011010110,0,-inf,0,-inf,,
0101010011010111,0,-inf,0,-inf,,
0101011011010100,0,-inf,0,-inf,,
0101011011010101,0,-inf,0,-inf,,
0101011011010110,0,-inf,0,-inf,,
0101011011010111,0,-inf,0,-inf,,
0101010111010100,0,-inf,0,-inf,,
0101010111010101,0,-inf,0,-inf,,
0101010111010110,0,-inf,0,-inf,,
0101010111010111,0,-inf,0,-inf,,
0101011111010100,0,-inf,0,-inf,,
0101011111010101,0,-inf,0,-inf,,
0101011111010110,0,-inf,0,-inf,,
0101011111010111,0,-inf,0,-inf,,
0101010011110100,0,-inf,0,-inf,,
0101010011110101,0,-inf,0,-inf,,
0101010011110110,0,-inf,0,-inf,,
0101010011110111,0,-inf,0,-inf,,
0101011011110100,0,-inf,0,-inf,,
0101011011110101,0,-inf,0,-inf,,
0101011011110110,0,-inf,0,-inf,,
0101011011110111,0,-inf,0,-inf,,
0101010111110100,0,-inf,0,-inf,,
0101010111110101,0,-inf,0,-inf,,
0101010111110110,0,-inf,0,-inf,,
0101010111110111,0,-inf,0,-inf,,
0101011111110100,0,-inf,0,-inf,,
0101011111110101,0,-inf,0,-inf,,
0101011111110110,0,-inf,0,-inf,,
0101011111110111,0,-inf,0,-inf,,
0100110011010000,0,-inf,0,-inf,,
0100110011010001,0,-inf,0,-inf,,
0100110011010010,0,-inf,0,-inf,,
0100110011010011,0,-inf,0,-inf,,
0100111011010000,0,-inf,0,-inf,,
0100111011010001,0,-inf,0,-inf,,
0100111011010010,0,-inf,0,-inf,,
0100111011010011,0,-inf,0,-inf,,
0100110111010000,0,-inf,0,-inf,,
0100110111010001,0,-inf,0,-inf,,
0100110111010010,0,-inf,0,-inf,,
0100110111010011,0,-inf,0,-inf,,
0100111111010000,0,-inf,0,-inf,,
0100111111010001,0,-inf,0,-inf,,
0100111111010010,0,-inf,0,-inf,,
0100111111010011,0,-inf,0,-inf,,
0100110011110000,0,-inf,0,-inf,,
0100110011110001,0,-inf,0,-inf,,
0100110011110010,0,-inf,0,-inf,,
0100110011110011,0,-inf,0,-inf,,
0100111011110000,0,-inf,0,-inf,,
0100111011110001,0,-inf,0,-inf,,
0100111011110010,0,-inf,0,-inf,,
0100111011110011,0,-inf,0,-inf,,
0100110111110000,0,-inf,0,-inf,,
0100110111110001,0,-inf,0,-inf,,
0100110111110010,0,-inf,0,-inf,,
0100110111110011,0,-inf,0,-inf,,
0100111111110000,0,-inf,0,-inf,,
0100111111110001,0,-inf,0,-inf,,
0100111111110010,0,-inf,0,-inf,,
0100111111110011,0,-inf,0,-inf,,
0100110011010100,0,-inf,0,-inf,,
0100110011010101,0,-inf,0,-inf,,
0100110011010110,0,-inf,0,-inf,,
0100110011010111,0,-inf,0,-inf,,
0100111011010100,0,-inf,0,-inf,,
0100111011010101,0,-inf,0,-inf,,
0100111011010110,0,-inf,0,-inf,,
0100111011010111,0,-inf,0,-inf,,
0100110111010100,0,-inf,0,-inf,,
0100110111010101,0,-inf,0,-inf,,
0100110111010110,0,-inf,0,-inf,,
0100110111010111,0,-inf,0,-inf,,
0100111111010100,0,-inf,0,-inf,,
0100111111010101,0,-inf,0,-inf,,
0100111111010110,0,-inf,0,-inf,,
0100111111010111,0,-inf,0,-inf,,
0100110011110100,0,-inf,0,-inf,,
0100110011110101,0,-inf,0,-inf,,
0100110011110110,0,-inf,0,-inf,,
0100110011110111,0,-inf,0,-inf,,
0100111011110100,0,-inf,0,-inf,,
0100111011110101,0,-inf,0,-inf,,
0100111011110110,0,-inf,0,-inf,,
0100111011110111,0,-inf,0,-inf,,
0100110111110100,0,-inf,0,-inf,,
0100110111110101,0,-inf,0,-inf,,
0100110111110110,0,-inf,0,-inf,,
0100110111110111,0,-inf,0,-inf,,
0100111111110100,0,-inf,0,-inf,,
0100111111110101,0,-inf,0,-inf,,
0100111111110110,0,-inf,0,-inf,,
0100111111110111,0,-inf,0,-inf,,
0101110011010000,0,-inf,0,-inf,,
0101110011010001,0,-inf,0,-inf,,
0101110011010010,0,-inf,0,-inf,,
0101110011010011,0,-inf,0,-inf,,
0101111011010000,0,-inf,0,-inf,,
0101111011010001,0,-inf,0,-inf,,
0101111011010010,0,-inf,0,-inf,,
0101111011010011,0,-inf,0,-inf,,
0101110111010000,0,-inf,0,-inf,,
0101110111010001,0,-inf,0,-inf,,
0101110111010010,0,-inf,0,-inf,,
0101110111010011,0,-inf,0,-inf,,
0101111111010000,0,-inf,0,-inf,,
0101111111010001,0,-inf,0,-inf,,
0101111111010010,0,-inf,0,-inf,,
0101111111010011,0,-inf,0,-inf,,
0101110011110000,0,-inf,0,-inf,,
0101110011110001,0,-inf,0,-inf,,
0101110011110010,0,-inf,0,-inf,,
0101110011110011,0,-inf,0,-inf,,
0101111011110000,0,-inf,0,-inf,,
0101111011110001,0,-inf,0,-inf,,
0101111011110010,0,-inf,0,-inf,,
0101111011110011,0,-inf,0,-inf,,
0101110111110000,0,-inf,0,-inf,,
0101110111110001,0,-inf,0,-inf,,
0101110111110010,0,-inf,0,-inf,,
0101110111110011,0,-inf,0,-inf,,
0101111111110000,0,-inf,0,-inf,,
0101111111110001,0,-inf,0,-inf,,
0101111111110010,0,-inf,0,-inf,,
0101111111110011,0,-inf,0,-inf,,
0101110011010100,0,-inf,0,-inf,,
0101110011010101,0,-inf,0,-inf,,
0101110011010110,0,-inf,0,-inf,,
0101110011010111,0,-inf,0,-inf,,
0101111011010100,0,-inf,0,-inf,,
0101111011010101,0,-inf,0,-inf,,
0101111011010110,0,-inf,0,-inf,,
0101111011010111,0,-inf,0,-inf,,
0101110111010100,0,-inf,0,-inf,,
0101110111010101,0,-inf,0,-inf,,
0101110111010110,0,-inf,0,-inf,,
0101110111010111,0,-inf,0,-inf,,
0101111111010100,0,-inf,0,-inf,,
0101111111010101,0,-inf,0,-inf,,
0101111111010110,0,-inf,0,-inf,,
0101111111010111,0,-inf,0,-inf,,
0101110011110100,0,-inf,0,-inf,,
0101110011110101,0,-inf,0,-inf,,
0101110011110110,0,-inf,0,-inf,,
0101110011110111,0,-inf,0,-inf,,
0101111011110100,0,-inf,0,-inf,,
0101111011110101,0,-inf,0,-inf,,
0101111011110110,0,-inf,0,-inf,,
0101111011110111,0,-inf,0,-inf,,
0101110111110100,0,-inf,0,-inf,,
0101110111110101,0,-inf,0,-inf,,
0101110111110110,0,-inf,0,-inf,,
0101110111110111,0,-inf,0,-inf,,
0101111111110100,0,-inf,0,-inf,,
0101111111110101,0,-inf,0,-inf,,
0101111111110110,0,-inf,0,-inf,,
0101111111110111,0,-inf,0,-inf,,
0100000010011000,0,-inf,0,-inf,,
0100000010011001,0,-inf,0,-inf,,
0100000010011010,0,-inf,0,-inf,,
0100000010011011,0,-inf,0,-inf,,
0100001010011000,0,-inf,0,-inf,,
0100001010011001,0,-inf,0,-inf,,
0100001010011010,0,-inf,0,-inf,,
0100001010011011,0,-inf,0,-inf,,
0100000110011000,0,-inf,0,-inf,,
0100000110011001,0,-inf,0,-inf,,
0100000110011010,0,-inf,0,-inf,,
0100000110011011,0,-inf,0,-inf,,
0100001110011000,0,-inf,0,-inf,,
0100001110011001,0,-inf,0,-inf,,
0100001110011010,0,-inf,0,-inf,,
0100001110011011,0,-inf,0,-inf,,
0100000010111000,0,-inf,0,-inf,,
0100000010111001,0,-inf,0,-inf,,
0100000010111010,0,-inf,0,-inf,,
0100000010111011,0,-inf,0,-inf,,
0100001010111000,0,-inf,0,-inf,,
0100001010111001,0,-inf,0,-inf,,
0100001010111010,0,-inf,0,-inf,,
0100001010111011,0,-inf,0,-inf,,
0100000110111000,0,-inf,0,-inf,,
0100000110111001,0,-inf,0,-inf,,
0100000110111010,0,-inf,0,-inf,,
0100000110111011,0,-inf,0,-inf,,
0100001110111000,0,-inf,0,-inf,,
0100001110111001,0,-inf,0,-inf,,
0100001110111010,0,-inf,0,-inf,,
0100001110111011,0,-inf,0,-inf,,
0100000010011100,0,-inf,0,-inf,,
0100000010011101,0,-inf,0,-inf,,
0100000010011110,0,-inf,0,-inf,,
0100000010011111,0,-inf,0,-inf,,
0100001010011100,0,-inf,0,-inf,,
0100001010011101,0,-inf,0,-inf,,
0100001010011110,0,-inf,0,-inf,,
0100001010011111,0,-inf,0,-inf,,
0100000110011100,0,-inf,0,-inf,,
0100000110011101,0,-inf,0,-inf,,
0100000110011110,0,-inf,0,-inf,,
0100000110011111,0,-inf,0,-inf,,
0100001110011100,0,-inf,0,-inf,,
0100001110011101,0,-inf,0,-inf,,
0100001110011110,0,-inf,0,-inf,,
0100001110011111,0,-inf,0,-inf,,
0100000010111100,0,-inf,0,-inf,,
0100000010111101,0,-inf,0,-inf,,
0100000010111110,0,-inf,0,-inf,,
0100000010111111,0,-inf,0,-inf,,
0100001010111100,0,-inf,0,-inf,,
0100001010111101,0,-inf,0,-inf,,
0100001010111110,0,-inf,0,-inf,,
0100001010111111,0,-inf,0,-inf,,
0100000110111100,0,-inf,0,-inf,,
0100000110111101,0,-inf,0,-inf,,
0100000110111110,0,-inf,0,-inf,,
0100000110111111,0,-inf,0,-inf,,
0100001110111100,0,-inf,0,-inf,,
0100001110111101,0,-inf,0,-inf,,
0100001110111110,0,-inf,0,-inf,,
0100001110111111,0,-inf,0,-inf,,
0101000010011000,0,-inf,0,-inf,,
0101000010011001,0,-inf,0,-inf,,
0101000010011010,0,-inf,0,-inf,,
0101000010011011,0,-inf,0,-inf,,
0101001010011000,0,-inf,0,-inf,,
0101001010011001,0,-inf,0,-inf,,
0101001010011010,0,-inf,0,-inf,,
0101001010011011,0,-inf,0,-inf,,
0101000110011000,0,-inf,0,-inf,,
0101000110011001,0,-inf,0,-inf,,
0101000110011010,0,-inf,0,-inf,,
0101000110011011,0,-inf,0,-inf,,
0101001110011000,0,-inf,0,-inf,,
0101001110011001,0,-inf,0,-inf,,
0101001110011010,0,-inf,0,-inf,,
0101001110011011,0,-inf,0,-inf,,
0101000010111000,0,-inf,0,-inf,,
0101000010111001,0,-inf,0,-inf,,
0101000010111010,0,-inf,0,-inf,,
0101000010111011,0,-inf,0,-inf,,
0101001010111000,0,-inf,0,-inf,,
0101001010111001,0,-inf,0,-inf,,
0101001010111010,0,-inf,0,-inf,,
0101001010111011,0,-inf,0,-inf,,
0101000110111000,0,-inf,0,-inf,,
0101000110111001,0,-inf,0,-inf,,
0101000110111010,0,-inf,0,-inf,,
0101000110111011,0,-inf,0,-inf,,
0101001110111000,0,-inf,0,-inf,,
0101001110111001,0,-inf,0,-inf,,
0101001110111010,0,-inf,0,-inf,,
0101001110111011,0,-inf,0,-inf,,
0101000010011100,0,-inf,0,-inf,,
0101000010011101,0,-inf,0,-inf,,
0101000010011110,0,-inf,0,-inf,,
0101000010011111,0,-inf,0,-inf,,
0101001010011100,0,-inf,0,-inf,,
0101001010011101,0,-inf,0,-inf,,
0101001010011110,0,-inf,0,-inf,,
0101001010011111,0,-inf,0,-inf,,
0101000110011100,0,-inf,0,-inf,,
0101000110011101,0,-inf,0,-inf,,
0101000110011110,0,-inf,0,-inf,,
0101000110011111,0,-inf,0,-inf,,
0101001110011100,0,-inf,0,-inf,,
0101001110011101,0,-inf,0,-inf,,
0101001110011110,0,-inf,0,-inf,,
0101001110011111,0,-inf,0,-inf,,
0101000010111100,0,-inf,0,-inf,,
0101000010111101,0,-inf,0,-inf,,
0101000010111110,0,-inf,0,-inf,,
0101000010111111,0,-inf,0,-inf,,
0101001010111100,0,-inf,0,-inf,,
0101001010111101,0,-inf,0,-inf,,
0101001010111110,0,-inf,0,-inf,,
0101001010111111,0,-inf,0,-inf,,
0101000110111100,0,-inf,0,-inf,,
0101000110111101,0,-inf,0,-inf,,
0101000110111110,0,-inf,0,-inf,,
0101000110111111,0,-inf,0,-inf,,
0101001110111100,0,-inf,0,-inf,,
0101001110111101,0,-inf,0,-inf,,
0101001110111110,0,-inf,0,-inf,,
0101001110111111,0,-inf,0,-inf,,
0100100010011000,0,-inf,0,-inf,,
0100100010011001,0,-inf,0,-inf,,
0100100010011010,0,-inf,0,-inf,,
0100100010011011,0,-inf,0,-inf,,
0100101010011000,0,-inf,0,-inf,,
0100101010011001,0,-inf,0,-inf,,
0100101010011010,0,-inf,0,-inf,,
0100101010011011,0,-inf,0,-inf,,
0100100110011000,0,-inf,0,-inf,,
0100100110011001,0,-inf,0,-inf,,
0100100110011010,0,-inf,0,-inf,,
0100100110011011,0,-inf,0,-inf,,
0100101110011000,0,-inf,0,-inf,,
0100101110011001,0,-inf,0,-inf,,
0100101110011010,0,-inf,0,-inf,,
0100101110011011,0,-inf,0,-inf,,
0100100010111000,0,-inf,0,-inf,,
0100100010111001,0,-inf,0,-inf,,
0100100010111010,0,-inf,0,-inf,,
0100100010111011,0,-inf,0,-inf,,
0100101010111000,0,-inf,0,-inf,,
0100101010111001,0,-inf,0,-inf,,
0100101010111010,0,-inf,0,-inf,,
0100101010111011,0,-inf,0,-inf,,
0100100110111000,0,-inf,0,-inf,,
0100100110111001,0,-inf,0,-inf,,
0100100110111010,0,-inf,0,-inf,,
0100100110111011,0,-inf,0,-inf,,
0100101110111000,0,-inf,0,-inf,,
0100101110111001,0,-inf,0,-inf,,
0100101110111010,0,-inf,0,-inf,,
0100101110111011,0,-inf,0,-inf,,
0100100010011100,0,-inf,0,-inf,,
0100100010011101,0,-inf,0,-inf,,
0100100010011110,0,-inf,0,-inf,,
0100100010011111,0,-inf,0,-inf,,
0100101010011100,0,-inf,0,-inf,,
0100101010011101,0,-inf,0,-inf,,
0100101010011110,0,-inf,0,-inf,,
0100101010011111,0,-inf,0,-inf,,
0100100110011100,0,-inf,0,-inf,,
0100100110011101,0,-inf,0,-inf,,
0100100110011110,0,-inf,0,-inf,,
0100100110011111,0,-inf,0,-inf,,
0100101110011100,0,-inf,0,-inf,,
0100101110011101,0,-inf,0,-inf,,
0100101110011110,0,-inf,0,-inf,,
0100101110011111,0,-inf,0,-inf,,
0100100010111100,0,-inf,0,-inf,,
0100100010111101,0,-inf,0,-inf,,
0100100010111110,0,-inf,0,-inf,,
0100100010111111,0,-inf,0,-inf,,
0100101010111100,0,-inf,0,-inf,,
0100101010111101,0,-inf,0,-inf,,
0100101010111110,0,-inf,0,-inf,,
0100101010111111,0,-inf,0,-inf,,
0100100110111100,0,-inf,0,-inf,,
0100100110111101,0,-inf,0,-inf,,
0100100110111110,0,-inf,0,-inf,,
0100100110111111,0,-inf,0,-inf,,
0100101110111100,0,-inf,0,-inf,,
0100101110111101,0,-inf,0,-inf,,
0100101110111110,0,-inf,0,-inf,,
0100101110111111,0,-inf,0,-inf,,
0101100010011000,0,-inf,0,-inf,,
0101100010011001,0,-inf,0,-inf,,
0101100010011010,0,-inf,0,-inf,,
0101100010011011,0,-inf,0,-inf,,
0101101010011000,0,-inf,0,-inf,,
0101101010011001,0,-inf,0,-inf,,
0101101010011010,0,-inf,0,-inf,,
0101101010011011,0,-inf,0,-inf,,
0101100110011000,0,-inf,0,-inf,,
0101100110011001,0,-inf,0,-inf,,
0101100110011010,0,-inf,0,-inf,,
0101100110011011,0,-inf,0,-inf,,
0101101110011000,0,-inf,0,-inf,,
0101101110011001,0,-inf,0,-inf,,
0101101110011010,0,-inf,0,-inf,,
0101101110011011,0,-inf,0,-inf,,
0101100010111000,0,-inf,0,-inf,,
0101100010111001,0,-inf,0,-inf,,
0101100010111010,0,-inf,0,-inf,,
0101100010111011,0,-inf,0,-inf,,
0101101010111000,0,-inf,0,-inf,,
0101101010111001,0,-inf,0,-inf,,
0101101010111010,0,-inf,0,-inf,,
0101101010111011,0,-inf,0,-inf,,
0101100110111000,0,-inf,0,-inf,,
0101100110111001,0,-inf,0,-inf,,
0101100110111010,0,-inf,0,-inf,,
0101100110111011,0,-inf,0,-inf,,
0101101110111000,0,-inf,0,-inf,,
0101101110111001,0,-inf,0,-inf,,
0101101110111010,0,-inf,0,-inf,,
0101101110111011,0,-inf,0,-inf,,
0101100010011100,0,-inf,0,-inf,,
0101100010011101,0,-inf,0,-inf,,
0101100010011110,0,-inf,0,-inf,,
0101100010011111,0,-inf,0,-inf,,
0101101010011100,0,-inf,0,-inf,,
0101101010011101,0,-inf,0,-inf,,
0101101010011110,0,-inf,0,-inf,,
0101101010011111,0,-inf,0,-inf,,
0101100110011100,0,-inf,0,-inf,,
0101100110011101,0,-inf,0,-inf,,
0101100110011110,0,-inf,0,-inf,,
0101100110011111,0,-inf,0,-inf,,
0101101110011100,0,-inf,0,-inf,,
0101101110011101,0,-inf,0,-inf,,
0101101110011110,0,-inf,0,-inf,,
0101101110011111,0,-inf,0,-inf,,
0101100010111100,0,-inf,0,-inf,,
0101100010111101,0,-inf,0,-inf,,
0101100010111110,0,-inf,0,-inf,,
0101100010111111,0,-inf,0,-inf,,
0101101010111100,0,-inf,0,-inf,,
0101101010111101,0,-inf,0,-inf,,
0101101010111110,0,-inf,0,-inf,,
0101101010111111,0,-inf,0,-inf,,
0101100110111100,0,-inf,0,-inf,,
0101100110111101,0,-inf,0,-inf,,
0101100110111110,0,-inf,0,-inf,,
0101100110111111,0,-inf,0,-inf,,
