strategy,feasible,expected_cost,expected_profit,num_states,infeasible_reason
1110000111101111,0,inf,-inf,0,Singular matrix
1110000111110000,1,167.340006,32.659994,39,
1110000111110001,1,153.05045,46.94955,39,
1110000111110010,1,169.562228,30.437772,39,
1110000111110011,1,155.272672,44.727328,39,
1110000111110100,0,inf,-inf,0,Singular matrix
1110000111110101,0,inf,-inf,0,Singular matrix
1110000111110110,0,inf,-inf,0,Singular matrix
1110000111110111,0,inf,-inf,0,Singular matrix
1110000111111000,0,inf,-inf,0,Singular matrix
1110000111111001,0,inf,-inf,0,Singular matrix
1110000111111010,0,inf,-inf,0,Singular matrix
1110000111111011,0,inf,-inf,0,Singular matrix
1110000111111100,0,inf,-inf,0,Singular matrix
1110000111111101,0,inf,-inf,0,Singular matrix
1110000111111110,0,inf,-inf,0,Singular matrix
1110000111111111,0,inf,-inf,0,Singular matrix
1110001000000000,1,296.585193,-96.585193,160,
1110001000000001,0,inf,-inf,0,Singular matrix
1110001000000010,1,257.601244,-57.601244,160,
1110001000000011,0,inf,-inf,0,Singular matrix
1110001000000100,1,296.585193,-96.585193,160,
1110001000000101,0,inf,-inf,0,Singular matrix
1110001000000110,1,257.601244,-57.601244,160,
1110001000000111,0,inf,-inf,0,Singular matrix
1110001000001000,1,296.585193,-96.585193,160,
1110001000001001,0,inf,-inf,0,Singular matrix
1110001000001010,1,257.601244,-57.601244,160,
1110001000001011,0,inf,-inf,0,Singular matrix
1110001000001100,1,296.585193,-96.585193,160,
1110001000001101,0,inf,-inf,0,Singular matrix
1110001000001110,1,257.601244,-57.601244,160,
1110001000001111,0,inf,-inf,0,Singular matrix
1110001000010000,1,296.585193,-96.585193,160,
1110001000010001,0,inf,-inf,0,Singular matrix
1110001000010010,1,257.601244,-57.601244,160,
1110001000010011,0,inf,-inf,0,Singular matrix
1110001000010100,1,296.585193,-96.585193,160,
1110001000010101,0,inf,-inf,0,Singular matrix
1110001000010110,1,257.601244,-57.601244,160,
1110001000010111,0,inf,-inf,0,Singular matrix
1110001000011000,1,296.585193,-96.585193,160,
1110001000011001,0,inf,-inf,0,Singular matrix
1110001000011010,1,257.601244,-57.601244,160,
1110001000011011,0,inf,-inf,0,Singular matrix
1110001000011100,1,296.585193,-96.585193,160,
1110001000011101,0,inf,-inf,0,Singular matrix
1110001000011110,1,257.601244,-57.601244,160,
1110001000011111,0,inf,-inf,0,Singular matrix
1110001000100000,1,255.167662,-55.167662,178,
1110001000100001,0,inf,-inf,0,Singular matrix
1110001000100010,1,231.190664,-31.190664,178,
1110001000100011,0,inf,-inf,0,Singular matrix
1110001000100100,0,inf,-inf,0,Singular matrix
1110001000100101,0,inf,-inf,0,Singular matrix
1110001000100110,0,inf,-inf,0,Singular matrix
1110001000100111,0,inf,-inf,0,Singular matrix
1110001000101000,1,255.167662,-55.167662,178,
1110001000101001,0,inf,-inf,0,Singular matrix
1110001000101010,1,231.190664,-31.190664,178,
1110001000101011,0,inf,-inf,0,Singular matrix
1110001000101100,0,inf,-inf,0,Singular matrix
1110001000101101,0,inf,-inf,0,Singular matrix
1110001000101110,0,inf,-inf,0,Singular matrix
1110001000101111,0,inf,-inf,0,Singular matrix
1110001000110000,1,255.167662,-55.167662,178,
1110001000110001,0,inf,-inf,0,Singular matrix
1110001000110010,1,231.190664,-31.190664,178,
1110001000110011,0,inf,-inf,0,Singular matrix
1110001000110100,0,inf,-inf,0,Singular matrix
1110001000110101,0,inf,-inf,0,Singular matrix
1110001000110110,0,inf,-inf,0,Singular matrix
1110001000110111,0,inf,-inf,0,Singular matrix
1110001000111000,1,255.167662,-55.167662,178,
1110001000111001,0,inf,-inf,0,Singular matrix
1110001000111010,1,231.190664,-31.190664,178,
1110001000111011,0,inf,-inf,0,Singular matrix
1110001000111100,0,inf,-inf,0,Singular matrix
1110001000111101,0,inf,-inf,0,Singular matrix
1110001000111110,0,inf,-inf,0,Singular matrix
1110001000111111,0,inf,-inf,0,Singular matrix
1110001001000000,1,214.092757,-14.092757,66,
1110001001000001,0,inf,-inf,0,Singular matrix
1110001001000010,1,202.271388,-2.271388,66,
1110001001000011,0,inf,-inf,0,Singular matrix
1110001001000100,1,214.092757,-14.092757,66,
1110001001000101,0,inf,-inf,0,Singular matrix
1110001001000110,1,202.271388,-2.271388,66,
1110001001000111,0,inf,-inf,0,Singular matrix
1110001001001000,0,inf,-inf,0,Singular matrix
1110001001001001,0,inf,-inf,0,Singular matrix
1110001001001010,0,inf,-inf,0,Singular matrix
1110001001001011,0,inf,-inf,0,Singular matrix
1110001001001100,0,inf,-inf,0,Singular matrix
1110001001001101,0,inf,-inf,0,Singular matrix
1110001001001110,0,inf,-inf,0,Singular matrix
1110001001001111,0,inf,-inf,0,Singular matrix
1110001001010000,1,214.092757,-14.092757,66,
1110001001010001,0,inf,-inf,0,Singular matrix
1110001001010010,1,202.271388,-2.271388,66,
1110001001010011,0,inf,-inf,0,Singular matrix
1110001001010100,1,214.092757,-14.092757,66,
1110001001010101,0,inf,-inf,0,Singular matrix
1110001001010110,1,202.271388,-2.271388,66,
1110001001010111,0,inf,-inf,0,Singular matrix
1110001001011000,0,inf,-inf,0,Singular matrix
1110001001011001,0,inf,-inf,0,Singular matrix
1110001001011010,0,inf,-inf,0,Singular matrix
1110001001011011,0,inf,-inf,0,Singular matrix
1110001001011100,0,inf,-inf,0,Singular matrix
1110001001011101,0,inf,-inf,0,Singular matrix
1110001001011110,0,inf,-inf,0,Singular matrix
1110001001011111,0,inf,-inf,0,Singular matrix
1110001001100000,1,180.599464,19.400536,68,
1110001001100001,0,inf,-inf,0,Singular matrix
1110001001100010,1,178.624156,21.375844,68,
1110001001100011,0,inf,-inf,0,Singular matrix
1110001001100100,0,inf,-inf,0,Singular matrix
1110001001100101,0,inf,-inf,0,Singular matrix
1110001001100110,0,inf,-inf,0,Singular matrix
1110001001100111,0,inf,-inf,0,Singular matrix
1110001001101000,0,inf,-inf,0,Singular matrix
1110001001101001,0,inf,-inf,0,Singular matrix
1110001001101010,0,inf,-inf,0,Singular matrix
1110001001101011,0,inf,-inf,0,Singular matrix
1110001001101100,0,inf,-inf,0,Singular matrix
1110001001101101,0,inf,-inf,0,Singular matrix
1110001001101110,0,inf,-inf,0,Singular matrix
1110001001101111,0,inf,-inf,0,Singular matrix
1110001001110000,1,180.599464,19.400536,68,
1110001001110001,0,inf,-inf,0,Singular matrix
1110001001110010,1,178.624156,21.375844,68,
1110001001110011,0,inf,-inf,0,Singular matrix
1110001001110100,0,inf,-inf,0,Singular matrix
1110001001110101,0,inf,-inf,0,Singular matrix
1110001001110110,0,inf,-inf,0,Singular matrix
1110001001110111,0,inf,-inf,0,Singular matrix
1110001001111000,0,inf,-inf,0,Singular matrix
1110001001111001,0,inf,-inf,0,Singular matrix
1110001001111010,0,inf,-inf,0,Singular matrix
1110001001111011,0,inf,-inf,0,Singular matrix
1110001001111100,0,inf,-inf,0,Singular matrix
1110001001111101,0,inf,-inf,0,Singular matrix
1110001001111110,0,inf,-inf,0,Singular matrix
1110001001111111,0,inf,-inf,0,Singular matrix
1110001010000000,1,280.788403,-80.788403,84,
1110001010000001,0,inf,-inf,0,Singular matrix
1110001010000010,1,249.702849,-49.702849,84,
1110001010000011,0,inf,-inf,0,Singular matrix
1110001010000100,1,280.788403,-80.788403,84,
1110001010000101,0,inf,-inf,0,Singular matrix
1110001010000110,1,249.702849,-49.702849,84,
1110001010000111,0,inf,-inf,0,Singular matrix
1110001010001000,1,280.788403,-80.788403,84,
1110001010001001,0,inf,-inf,0,Singular matrix
1110001010001010,1,249.702849,-49.702849,84,
1110001010001011,0,inf,-inf,0,Singular matrix
1110001010001100,1,280.788403,-80.788403,84,
1110001010001101,0,inf,-inf,0,Singular matrix
1110001010001110,1,249.702849,-49.702849,84,
1110001010001111,0,inf,-inf,0,Singular matrix
1110001010010000,1,275.471183,-75.471183,84,
1110001010010001,0,inf,-inf,0,Singular matrix
1110001010010010,1,244.385629,-44.385629,84,
1110001010010011,0,inf,-inf,0,Singular matrix
1110001010010100,1,275.471183,-75.471183,84,
1110001010010101,0,inf,-inf,0,Singular matrix
1110001010010110,1,244.385629,-44.385629,84,
1110001010010111,0,inf,-inf,0,Singular matrix
1110001010011000,1,275.471183,-75.471183,84,
1110001010011001,0,inf,-inf,0,Singular matrix
1110001010011010,1,244.385629,-44.385629,84,
1110001010011011,0,inf,-inf,0,Singular matrix
1110001010011100,1,275.471183,-75.471183,84,
1110001010011101,0,inf,-inf,0,Singular matrix
1110001010011110,1,244.385629,-44.385629,84,
1110001010011111,0,inf,-inf,0,Singular matrix
1110001010100000,1,240.118897,-40.118897,93,
1110001010100001,0,inf,-inf,0,Singular matrix
1110001010100010,1,222.539598,-22.539598,93,
1110001010100011,0,inf,-inf,0,Singular matrix
1110001010100100,0,inf,-inf,0,Singular matrix
1110001010100101,0,inf,-inf,0,Singular matrix
1110001010100110,0,inf,-inf,0,Singular matrix
1110001010100111,0,inf,-inf,0,Singular matrix
1110001010101000,1,240.118897,-40.118897,93,
1110001010101001,0,inf,-inf,0,Singular matrix
1110001010101010,1,222.539598,-22.539598,93,
1110001010101011,0,inf,-inf,0,Singular matrix
1110001010101100,0,inf,-inf,0,Singular matrix
1110001010101101,0,inf,-inf,0,Singular matrix
1110001010101110,0,inf,-inf,0,Singular matrix
1110001010101111,0,inf,-inf,0,Singular matrix
1110001010110000,1,235.811949,-35.811949,93,
1110001010110001,0,inf,-inf,0,Singular matrix
1110001010110010,1,218.23265,-18.23265,93,
1110001010110011,0,inf,-inf,0,Singular matrix
1110001010110100,0,inf,-inf,0,Singular matrix
1110001010110101,0,inf,-inf,0,Singular matrix
1110001010110110,0,inf,-inf,0,Singular matrix
1110001010110111,0,inf,-inf,0,Singular matrix
1110001010111000,1,235.811949,-35.811949,93,
1110001010111001,0,inf,-inf,0,Singular matrix
1110001010111010,1,218.23265,-18.23265,93,
1110001010111011,0,inf,-inf,0,Singular matrix
1110001010111100,0,inf,-inf,0,Singular matrix
1110001010111101,0,inf,-inf,0,Singular matrix
1110001010111110,0,inf,-inf,0,Singular matrix
1110001010111111,0,inf,-inf,0,Singular matrix
1110001011000000,1,200.402562,-0.402562,37,
1110001011000001,0,inf,-inf,0,Singular matrix
1110001011000010,1,193.76333,6.23667,37,
1110001011000011,0,inf,-inf,0,Singular matrix
1110001011000100,1,200.402562,-0.402562,37,
1110001011000101,0,inf,-inf,0,Singular matrix
1110001011000110,1,193.76333,6.23667,37,
1110001011000111,0,inf,-inf,0,Singular matrix
1110001011001000,0,inf,-inf,0,Singular matrix
1110001011001001,0,inf,-inf,0,Singular matrix
1110001011001010,0,inf,-inf,0,Singular matrix
1110001011001011,0,inf,-inf,0,Singular matrix
1110001011001100,0,inf,-inf,0,Singular matrix
1110001011001101,0,inf,-inf,0,Singular matrix
1110001011001110,0,inf,-inf,0,Singular matrix
1110001011001111,0,inf,-inf,0,Singular matrix
1110001011010000,1,196.913934,3.086066,37,
1110001011010001,0,inf,-inf,0,Singular matrix
1110001011010010,1,190.274702,9.725298,37,
1110001011010011,0,inf,-inf,0,Singular matrix
1110001011010100,1,196.913934,3.086066,37,
1110001011010101,0,inf,-inf,0,Singular matrix
1110001011010110,1,190.274702,9.725298,37,
1110001011010111,0,inf,-inf,0,Singular matrix
1110001011011000,0,inf,-inf,0,Singular matrix
1110001011011001,0,inf,-inf,0,Singular matrix
1110001011011010,0,inf,-inf,0,Singular matrix
1110001011011011,0,inf,-inf,0,Singular matrix
1110001011011100,0,inf,-inf,0,Singular matrix
1110001011011101,0,inf,-inf,0,Singular matrix
1110001011011110,0,inf,-inf,0,Singular matrix
1110001011011111,0,inf,-inf,0,Singular matrix
1110001011100000,1,168.031973,31.968027,38,
1110001011100001,1,153.673221,46.326779,38,
1110001011100010,1,170.254196,29.745804,38,
1110001011100011,1,155.895443,44.104557,38,
1110001011100100,0,inf,-inf,0,Singular matrix
1110001011100101,0,inf,-inf,0,Singular matrix
1110001011100110,0,inf,-inf,0,Singular matrix
1110001011100111,0,inf,-inf,0,Singular matrix
1110001011101000,0,inf,-inf,0,Singular matrix
1110001011101001,0,inf,-inf,0,Singular matrix
1110001011101010,0,inf,-inf,0,Singular matrix
1110001011101011,0,inf,-inf,0,Singular matrix
1110001011101100,0,inf,-inf,0,Singular matrix
1110001011101101,0,inf,-inf,0,Singular matrix
1110001011101110,0,inf,-inf,0,Singular matrix
1110001011101111,0,inf,-inf,0,Singular matrix
1110001011110000,1,165.206185,34.793815,38,
1110001011110001,1,151.130011,48.869989,38,
1110001011110010,1,167.428407,32.571593,38,
1110001011110011,1,153.352233,46.647767,38,
1110001011110100,0,inf,-inf,0,Singular matrix
1110001011110101,0,inf,-inf,0,Singular matrix
1110001011110110,0,inf,-inf,0,Singular matrix
1110001011110111,0,inf,-inf,0,Singular matrix
1110001011111000,0,inf,-inf,0,Singular matrix
1110001011111001,0,inf,-inf,0,Singular matrix
1110001011111010,0,inf,-inf,0,Singular matrix
1110001011111011,0,inf,-inf,0,Singular matrix
1110001011111100,0,inf,-inf,0,Singular matrix
1110001011111101,0,inf,-inf,0,Singular matrix
1110001011111110,0,inf,-inf,0,Singular matrix
1110001011111111,0,inf,-inf,0,Singular matrix
1110001100000000,1,270.360457,-70.360457,124,
1110001100000001,0,inf,-inf,0,Singular matrix
1110001100000010,1,239.274903,-39.274903,124,
1110001100000011,0,inf,-inf,0,Singular matrix
1110001100000100,1,270.360457,-70.360457,124,
1110001100000101,0,inf,-inf,0,Singular matrix
1110001100000110,1,239.274903,-39.274903,124,
1110001100000111,0,inf,-inf,0,Singular matrix
1110001100001000,1,270.360457,-70.360457,124,
1110001100001001,0,inf,-inf,0,Singular matrix
1110001100001010,1,239.274903,-39.274903,124,
1110001100001011,0,inf,-inf,0,Singular matrix
1110001100001100,1,270.360457,-70.360457,124,
1110001100001101,0,inf,-inf,0,Singular matrix
1110001100001110,1,239.274903,-39.274903,124,
1110001100001111,0,inf,-inf,0,Singular matrix
1110001100010000,1,270.360457,-70.360457,124,
1110001100010001,0,inf,-inf,0,Singular matrix
1110001100010010,1,239.274903,-39.274903,124,
1110001100010011,0,inf,-inf,0,Singular matrix
1110001100010100,1,270.360457,-70.360457,124,
1110001100010101,0,inf,-inf,0,Singular matrix
1110001100010110,1,239.274903,-39.274903,124,
1110001100010111,0,inf,-inf,0,Singular matrix
1110001100011000,1,270.360457,-70.360457,124,
1110001100011001,0,inf,-inf,0,Singular matrix
1110001100011010,1,239.274903,-39.274903,124,
1110001100011011,0,inf,-inf,0,Singular matrix
1110001100011100,1,270.360457,-70.360457,124,
1110001100011101,0,inf,-inf,0,Singular matrix
1110001100011110,1,239.274903,-39.274903,124,
1110001100011111,0,inf,-inf,0,Singular matrix
1110001100100000,1,254.703051,-54.703051,142,
1110001100100001,0,inf,-inf,0,Singular matrix
1110001100100010,1,230.726052,-30.726052,142,
1110001100100011,0,inf,-inf,0,Singular matrix
1110001100100100,1,250.61447,-50.61447,142,
1110001100100101,0,inf,-inf,0,Singular matrix
1110001100100110,1,226.637471,-26.637471,142,
1110001100100111,0,inf,-inf,0,Singular matrix
1110001100101000,1,254.703051,-54.703051,142,
1110001100101001,0,inf,-inf,0,Singular matrix
1110001100101010,1,230.726052,-30.726052,142,
1110001100101011,0,inf,-inf,0,Singular matrix
1110001100101100,1,250.61447,-50.61447,142,
1110001100101101,0,inf,-inf,0,Singular matrix
1110001100101110,1,226.637471,-26.637471,142,
1110001100101111,0,inf,-inf,0,Singular matrix
1110001100110000,1,254.703051,-54.703051,142,
1110001100110001,0,inf,-inf,0,Singular matrix
1110001100110010,1,230.726052,-30.726052,142,
1110001100110011,0,inf,-inf,0,Singular matrix
1110001100110100,1,250.61447,-50.61447,142,
1110001100110101,0,inf,-inf,0,Singular matrix
1110001100110110,1,226.637471,-26.637471,142,
1110001100110111,0,inf,-inf,0,Singular matrix
1110001100111000,1,254.703051,-54.703051,142,
1110001100111001,0,inf,-inf,0,Singular matrix
1110001100111010,1,230.726052,-30.726052,142,
1110001100111011,0,inf,-inf,0,Singular matrix
1110001100111100,1,250.61447,-50.61447,142,
1110001100111101,0,inf,-inf,0,Singular matrix
1110001100111110,1,226.637471,-26.637471,142,
1110001100111111,0,inf,-inf,0,Singular matrix
1110001101000000,1,193.560786,6.439214,62,
1110001101000001,0,inf,-inf,0,Singular matrix
1110001101000010,1,186.921554,13.078446,62,
1110001101000011,0,inf,-inf,0,Singular matrix
1110001101000100,1,193.560786,6.439214,62,
1110001101000101,0,inf,-inf,0,Singular matrix
1110001101000110,1,186.921554,13.078446,62,
1110001101000111,0,inf,-inf,0,Singular matrix
1110001101001000,0,inf,-inf,0,Singular matrix
1110001101001001,0,inf,-inf,0,Singular matrix
1110001101001010,0,inf,-inf,0,Singular matrix
1110001101001011,0,inf,-inf,0,Singular matrix
1110001101001100,0,inf,-inf,0,Singular matrix
1110001101001101,0,inf,-inf,0,Singular matrix
1110001101001110,0,inf,-inf,0,Singular matrix
1110001101001111,0,inf,-inf,0,Singular matrix
1110001101010000,1,193.560786,6.439214,62,
1110001101010001,0,inf,-inf,0,Singular matrix
1110001101010010,1,186.921554,13.078446,62,
1110001101010011,0,inf,-inf,0,Singular matrix
1110001101010100,1,193.560786,6.439214,62,
1110001101010101,0,inf,-inf,0,Singular matrix
1110001101010110,1,186.921554,13.078446,62,
1110001101010111,0,inf,-inf,0,Singular matrix
1110001101011000,0,inf,-inf,0,Singular matrix
1110001101011001,0,inf,-inf,0,Singular matrix
1110001101011010,0,inf,-inf,0,Singular matrix
1110001101011011,0,inf,-inf,0,Singular matrix
1110001101011100,0,inf,-inf,0,Singular matrix
1110001101011101,0,inf,-inf,0,Singular matrix
1110001101011110,0,inf,-inf,0,Singular matrix
1110001101011111,0,inf,-inf,0,Singular matrix
1110001101100000,1,180.294633,19.705367,64,
1110001101100001,0,inf,-inf,0,Singular matrix
1110001101100010,1,178.319324,21.680676,64,
1110001101100011,0,inf,-inf,0,Singular matrix
1110001101100100,1,177.612115,22.387885,64,
1110001101100101,0,inf,-inf,0,Singular matrix
1110001101100110,1,175.636806,24.363194,64,
1110001101100111,0,inf,-inf,0,Singular matrix
1110001101101000,0,inf,-inf,0,Singular matrix
1110001101101001,0,inf,-inf,0,Singular matrix
1110001101101010,0,inf,-inf,0,Singular matrix
1110001101101011,0,inf,-inf,0,Singular matrix
1110001101101100,0,inf,-inf,0,Singular matrix
1110001101101101,0,inf,-inf,0,Singular matrix
1110001101101110,0,inf,-inf,0,Singular matrix
1110001101101111,0,inf,-inf,0,Singular matrix
1110001101110000,1,180.294633,19.705367,64,
1110001101110001,0,inf,-inf,0,Singular matrix
1110001101110010,1,178.319324,21.680676,64,
1110001101110011,0,inf,-inf,0,Singular matrix
1110001101110100,1,177.612115,22.387885,64,
1110001101110101,0,inf,-inf,0,Singular matrix
1110001101110110,1,175.636806,24.363194,64,
1110001101110111,0,inf,-inf,0,Singular matrix
1110001101111000,0,inf,-inf,0,Singular matrix
1110001101111001,0,inf,-inf,0,Singular matrix
1110001101111010,0,inf,-inf,0,Singular matrix
1110001101111011,0,inf,-inf,0,Singular matrix
1110001101111100,0,inf,-inf,0,Singular matrix
1110001101111101,0,inf,-inf,0,Singular matrix
1110001101111110,0,inf,-inf,0,Singular matrix
1110001101111111,0,inf,-inf,0,Singular matrix
1110001110000000,1,255.399968,-55.399968,66,
1110001110000001,0,inf,-inf,0,Singular matrix
1110001110000010,1,231.422969,-31.422969,66,
1110001110000011,0,inf,-inf,0,Singular matrix
1110001110000100,1,255.399968,-55.399968,66,
1110001110000101,0,inf,-inf,0,Singular matrix
1110001110000110,1,231.422969,-31.422969,66,
1110001110000111,0,inf,-inf,0,Singular matrix
1110001110001000,1,255.399968,-55.399968,66,
1110001110001001,0,inf,-inf,0,Singular matrix
1110001110001010,1,231.422969,-31.422969,66,
1110001110001011,0,inf,-inf,0,Singular matrix
1110001110001100,1,255.399968,-55.399968,66,
1110001110001101,0,inf,-inf,0,Singular matrix
1110001110001110,1,231.422969,-31.422969,66,
1110001110001111,0,inf,-inf,0,Singular matrix
1110001110010000,1,250.61447,-50.61447,66,
1110001110010001,0,inf,-inf,0,Singular matrix
1110001110010010,1,226.637471,-26.637471,66,
1110001110010011,0,inf,-inf,0,Singular matrix
1110001110010100,1,250.61447,-50.61447,66,
1110001110010101,0,inf,-inf,0,Singular matrix
1110001110010110,1,226.637471,-26.637471,66,
1110001110010111,0,inf,-inf,0,Singular matrix
1110001110011000,1,250.61447,-50.61447,66,
1110001110011001,0,inf,-inf,0,Singular matrix
1110001110011010,1,226.637471,-26.637471,66,
1110001110011011,0,inf,-inf,0,Singular matrix
1110001110011100,1,250.61447,-50.61447,66,
1110001110011101,0,inf,-inf,0,Singular matrix
1110001110011110,1,226.637471,-26.637471,66,
1110001110011111,0,inf,-inf,0,Singular matrix
1110001110100000,1,239.700747,-39.700747,75,
1110001110100001,0,inf,-inf,0,Singular matrix
1110001110100010,1,222.121448,-22.121448,75,
1110001110100011,0,inf,-inf,0,Singular matrix
1110001110100100,1,236.021024,-36.021024,75,
1110001110100101,0,inf,-inf,0,Singular matrix
1110001110100110,1,218.441725,-18.441725,75,
1110001110100111,0,inf,-inf,0,Singular matrix
1110001110101000,1,239.700747,-39.700747,75,
1110001110101001,0,inf,-inf,0,Singular matrix
1110001110101010,1,222.121448,-22.121448,75,
1110001110101011,0,inf,-inf,0,Singular matrix
1110001110101100,1,236.021024,-36.021024,75,
1110001110101101,0,inf,-inf,0,Singular matrix
1110001110101110,1,218.441725,-18.441725,75,
1110001110101111,0,inf,-inf,0,Singular matrix
1110001110110000,1,235.393798,-35.393798,75,
1110001110110001,0,inf,-inf,0,Singular matrix
1110001110110010,1,217.8145,-17.8145,75,
1110001110110011,0,inf,-inf,0,Singular matrix
1110001110110100,1,231.714076,-31.714076,75,
1110001110110101,0,inf,-inf,0,Singular matrix
1110001110110110,1,214.134777,-14.134777,75,
1110001110110111,0,inf,-inf,0,Singular matrix
1110001110111000,1,235.393798,-35.393798,75,
1110001110111001,0,inf,-inf,0,Singular matrix
1110001110111010,1,217.8145,-17.8145,75,
1110001110111011,0,inf,-inf,0,Singular matrix
1110001110111100,1,231.714076,-31.714076,75,
1110001110111101,0,inf,-inf,0,Singular matrix
1110001110111110,1,214.134777,-14.134777,75,
1110001110111111,0,inf,-inf,0,Singular matrix
1110001111000000,1,180.75188,19.24812,35,
1110001111000001,0,inf,-inf,0,Singular matrix
1110001111000010,1,178.776572,21.223428,35,
1110001111000011,0,inf,-inf,0,Singular matrix
1110001111000100,1,180.75188,19.24812,35,
1110001111000101,0,inf,-inf,0,Singular matrix
1110001111000110,1,178.776572,21.223428,35,
1110001111000111,0,inf,-inf,0,Singular matrix
1110001111001000,0,inf,-inf,0,Singular matrix
1110001111001001,0,inf,-inf,0,Singular matrix
1110001111001010,0,inf,-inf,0,Singular matrix
1110001111001011,0,inf,-inf,0,Singular matrix
1110001111001100,0,inf,-inf,0,Singular matrix
1110001111001101,0,inf,-inf,0,Singular matrix
1110001111001110,0,inf,-inf,0,Singular matrix
1110001111001111,0,inf,-inf,0,Singular matrix
1110001111010000,1,177.612115,22.387885,35,
1110001111010001,0,inf,-inf,0,Singular matrix
1110001111010010,1,175.636806,24.363194,35,
1110001111010011,0,inf,-inf,0,Singular matrix
1110001111010100,1,177.612115,22.387885,35,
1110001111010101,0,inf,-inf,0,Singular matrix
1110001111010110,1,175.636806,24.363194,35,
1110001111010111,0,inf,-inf,0,Singular matrix
1110001111011000,0,inf,-inf,0,Singular matrix
1110001111011001,0,inf,-inf,0,Singular matrix
1110001111011010,0,inf,-inf,0,Singular matrix
1110001111011011,0,inf,-inf,0,Singular matrix
1110001111011100,0,inf,-inf,0,Singular matrix
1110001111011101,0,inf,-inf,0,Singular matrix
1110001111011110,0,inf,-inf,0,Singular matrix
1110001111011111,0,inf,-inf,0,Singular matrix
1110001111100000,1,167.757625,32.242375,36,
1110001111100001,1,153.426307,46.573693,36,
1110001111100010,1,169.979847,30.020153,36,
1110001111100011,1,155.648529,44.351471,36,
1110001111100100,1,165.343359,34.656641,36,
1110001111100101,1,151.253467,48.746533,36,
1110001111100110,1,167.565581,32.434419,36,
1110001111100111,1,153.47569,46.52431,36,
1110001111101000,0,inf,-inf,0,Singular matrix
1110001111101001,0,inf,-inf,0,Singular matrix
1110001111101010,0,inf,-inf,0,Singular matrix
1110001111101011,0,inf,-inf,0,Singular matrix
1110001111101100,0,inf,-inf,0,Singular matrix
1110001111101101,0,inf,-inf,0,Singular matrix
1110001111101110,0,inf,-inf,0,Singular matrix
1110001111101111,0,inf,-inf,0,Singular matrix
1110001111110000,1,164.931836,35.068164,36,
1110001111110001,1,150.883097,49.116903,36,
1110001111110010,1,167.154058,32.845942,36,
1110001111110011,1,153.105319,46.894681,36,
1110001111110100,1,162.51757,37.48243,36,
1110001111110101,1,148.710258,51.289742,36,
1110001111110110,1,164.739792,35.260208,36,
1110001111110111,1,150.93248,49.06752,36,
1110001111111000,0,inf,-inf,0,Singular matrix
1110001111111001,0,inf,-inf,0,Singular matrix
1110001111111010,0,inf,-inf,0,Singular matrix
1110001111111011,0,inf,-inf,0,Singular matrix
1110001111111100,0,inf,-inf,0,Singular matrix
1110001111111101,0,inf,-inf,0,Singular matrix
1110001111111110,0,inf,-inf,0,Singular matrix
1110001111111111,0,inf,-inf,0,Singular matrix
1110010000000000,1,300.198838,-100.198838,146,
1110010000000001,0,inf,-inf,0,Singular matrix
1110010000000010,1,261.214889,-61.214889,146,
1110010000000011,0,inf,-inf,0,Singular matrix
1110010000000100,1,300.198838,-100.198838,146,
1110010000000101,0,inf,-inf,0,Singular matrix
1110010000000110,1,261.214889,-61.214889,146,
1110010000000111,0,inf,-inf,0,Singular matrix
1110010000001000,1,300.198838,-100.198838,146,
1110010000001001,0,inf,-inf,0,Singular matrix
1110010000001010,1,261.214889,-61.214889,146,
1110010000001011,0,inf,-inf,0,Singular matrix
1110010000001100,1,300.198838,-100.198838,146,
1110010000001101,0,inf,-inf,0,Singular matrix
1110010000001110,1,261.214889,-61.214889,146,
1110010000001111,0,inf,-inf,0,Singular matrix
1110010000010000,1,300.198838,-100.198838,146,
1110010000010001,0,inf,-inf,0,Singular matrix
1110010000010010,1,261.214889,-61.214889,146,
1110010000010011,0,inf,-inf,0,Singular matrix
1110010000010100,1,300.198838,-100.198838,146,
1110010000010101,0,inf,-inf,0,Singular matrix
1110010000010110,1,261.214889,-61.214889,146,
1110010000010111,0,inf,-inf,0,Singular matrix
1110010000011000,1,300.198838,-100.198838,146,
1110010000011001,0,inf,-inf,0,Singular matrix
1110010000011010,1,261.214889,-61.214889,146,
1110010000011011,0,inf,-inf,0,Singular matrix
1110010000011100,1,300.198838,-100.198838,146,
1110010000011101,0,inf,-inf,0,Singular matrix
1110010000011110,1,261.214889,-61.214889,146,
1110010000011111,0,inf,-inf,0,Singular matrix
1110010000100000,1,234.924541,-34.924541,156,
1110010000100001,0,inf,-inf,0,Singular matrix
1110010000100010,1,217.345242,-17.345242,156,
1110010000100011,0,inf,-inf,0,Singular matrix
1110010000100100,0,inf,-inf,0,Singular matrix
1110010000100101,0,inf,-inf,0,Singular matrix
1110010000100110,0,inf,-inf,0,Singular matrix
1110010000100111,0,inf,-inf,0,Singular matrix
1110010000101000,1,234.924541,-34.924541,156,
1110010000101001,0,inf,-inf,0,Singular matrix
1110010000101010,1,217.345242,-17.345242,156,
1110010000101011,0,inf,-inf,0,Singular matrix
1110010000101100,0,inf,-inf,0,Singular matrix
1110010000101101,0,inf,-inf,0,Singular matrix
1110010000101110,0,inf,-inf,0,Singular matrix
1110010000101111,0,inf,-inf,0,Singular matrix
