strategy,feasible,expected_profit,expected_cost
1110000000110011,0,,
1110000000110100,0,,
1110000000110101,0,,
1110000000110110,0,,
1110000000110111,0,,
1110000000111000,1,-58.781307,258.781307
1110000000111001,0,,
1110000000111010,1,-34.804308,234.804308
1110000000111011,0,,
1110000000111100,0,,
1110000000111101,0,,
1110000000111110,0,,
1110000000111111,0,,
1110000001000000,1,-38.938268,238.938268
1110000001000001,0,,
1110000001000010,1,-21.358969,221.358969
1110000001000011,0,,
1110000001000100,1,-38.938268,238.938268
1110000001000101,0,,
1110000001000110,1,-21.358969,221.358969
1110000001000111,0,,
1110000001001000,0,,
1110000001001001,0,,
1110000001001010,0,,
1110000001001011,0,,
1110000001001100,0,,
1110000001001101,0,,
1110000001001110,0,,
1110000001001111,0,,
1110000001010000,1,-38.938268,238.938268
1110000001010001,0,,
1110000001010010,1,-21.358969,221.358969
1110000001010011,0,,
1110000001010100,1,-38.938268,238.938268
1110000001010101,0,,
1110000001010110,1,-21.358969,221.358969
1110000001010111,0,,
1110000001011000,0,,
1110000001011001,0,,
1110000001011010,0,,
1110000001011011,0,,
1110000001011100,0,,
1110000001011101,0,,
1110000001011110,0,,
1110000001011111,0,,
1110000001100000,1,17.029623,182.970377
1110000001100001,0,,
1110000001100010,1,19.004932,180.995068
1110000001100011,0,,
1110000001100100,0,,
1110000001100101,0,,
1110000001100110,0,,
1110000001100111,0,,
1110000001101000,0,,
1110000001101001,0,,
1110000001101010,0,,
1110000001101011,0,,
1110000001101100,0,,
1110000001101101,0,,
1110000001101110,0,,
1110000001101111,0,,
1110000001110000,1,17.029623,182.970377
1110000001110001,0,,
1110000001110010,1,19.004932,180.995068
1110000001110011,0,,
1110000001110100,0,,
1110000001110101,0,,
1110000001110110,0,,
1110000001110111,0,,
1110000001111000,0,,
1110000001111001,0,,
1110000001111010,0,,
1110000001111011,0,,
1110000001111100,0,,
1110000001111101,0,,
1110000001111110,0,,
1110000001111111,0,,
1110000010000000,1,-111.785444,311.785444
1110000010000001,0,,
1110000010000010,1,-72.801496,272.801496
1110000010000011,0,,
1110000010000100,1,-111.785444,311.785444
1110000010000101,0,,
1110000010000110,1,-72.801496,272.801496
1110000010000111,0,,
1110000010001000,1,-111.785444,311.785444
1110000010001001,0,,
1110000010001010,1,-72.801496,272.801496
1110000010001011,0,,
1110000010001100,1,-111.785444,311.785444
1110000010001101,0,,
1110000010001110,1,-72.801496,272.801496
1110000010001111,0,,
1110000010010000,1,-105.877422,305.877422
1110000010010001,0,,
1110000010010010,1,-66.893473,266.893473
1110000010010011,0,,
1110000010010100,1,-105.877422,305.877422
1110000010010101,0,,
1110000010010110,1,-66.893473,266.893473
1110000010010111,0,,
1110000010011000,1,-105.877422,305.877422
1110000010011001,0,,
1110000010011010,1,-66.893473,266.893473
1110000010011011,0,,
1110000010011100,1,-105.877422,305.877422
1110000010011101,0,,
1110000010011110,1,-66.893473,266.893473
1110000010011111,0,,
1110000010100000,1,-43.371177,243.371177
1110000010100001,0,,
1110000010100010,1,-25.791879,225.791879
1110000010100011,0,,
1110000010100100,0,,
1110000010100101,0,,
1110000010100110,0,,
1110000010100111,0,,
1110000010101000,1,-43.371177,243.371177
1110000010101001,0,,
1110000010101010,1,-25.791879,225.791879
1110000010101011,0,,
1110000010101100,0,,
1110000010101101,0,,
1110000010101110,0,,
1110000010101111,0,,
1110000010110000,1,-39.064229,239.064229
1110000010110001,0,,
1110000010110010,1,-21.48493,221.48493
1110000010110011,0,,
1110000010110100,0,,
1110000010110101,0,,
1110000010110110,0,,
1110000010110111,0,,
1110000010111000,1,-39.064229,239.064229
1110000010111001,0,,
1110000010111010,1,-21.48493,221.48493
1110000010111011,0,,
1110000010111100,0,,
1110000010111101,0,,
1110000010111110,0,,
1110000010111111,0,,
1110000011000000,1,-24.065642,224.065642
1110000011000001,0,,
1110000011000010,1,-12.244273,212.244273
1110000011000011,0,,
1110000011000100,1,-24.065642,224.065642
1110000011000101,0,,
1110000011000110,1,-12.244273,212.244273
1110000011000111,0,,
1110000011001000,0,,
1110000011001001,0,,
1110000011001010,0,,
1110000011001011,0,,
1110000011001100,0,,
1110000011001101,0,,
1110000011001110,0,,
1110000011001111,0,,
1110000011010000,1,-20.189388,220.189388
1110000011010001,0,,
1110000011010010,1,-8.368019,208.368019
1110000011010011,0,,
1110000011010100,1,-20.189388,220.189388
1110000011010101,0,,
1110000011010110,1,-8.368019,208.368019
1110000011010111,0,,
1110000011011000,0,,
1110000011011001,0,,
1110000011011010,0,,
1110000011011011,0,,
1110000011011100,0,,
1110000011011101,0,,
1110000011011110,0,,
1110000011011111,0,,
1110000011100000,1,29.834205,170.165795
1110000011100001,1,44.40634,155.59366
1110000011100010,1,27.611983,172.388017
1110000011100011,1,42.184118,157.815882
1110000011100100,0,,
1110000011100101,0,,
1110000011100110,0,,
1110000011100111,0,,
1110000011101000,0,,
1110000011101001,0,,
1110000011101010,0,,
1110000011101011,0,,
1110000011101100,0,,
1110000011101101,0,,
1110000011101110,0,,
1110000011101111,0,,
1110000011110000,1,32.659994,167.340006
1110000011110001,1,46.94955,153.05045
1110000011110010,1,30.437772,169.562228
1110000011110011,1,44.727328,155.272672
1110000011110100,0,,
1110000011110101,0,,
1110000011110110,0,,
1110000011110111,0,,
1110000011111000,0,,
1110000011111001,0,,
1110000011111010,0,,
1110000011111011,0,,
1110000011111100,0,,
1110000011111101,0,,
1110000011111110,0,,
1110000011111111,0,,
1110000100000000,1,-100.198838,300.198838
1110000100000001,0,,
1110000100000010,1,-61.214889,261.214889
1110000100000011,0,,
1110000100000100,1,-100.198838,300.198838
1110000100000101,0,,
1110000100000110,1,-61.214889,261.214889
1110000100000111,0,,
1110000100001000,1,-100.198838,300.198838
1110000100001001,0,,
1110000100001010,1,-61.214889,261.214889
1110000100001011,0,,
1110000100001100,1,-100.198838,300.198838
1110000100001101,0,,
1110000100001110,1,-61.214889,261.214889
1110000100001111,0,,
1110000100010000,1,-100.198838,300.198838
1110000100010001,0,,
1110000100010010,1,-61.214889,261.214889
1110000100010011,0,,
1110000100010100,1,-100.198838,300.198838
1110000100010101,0,,
1110000100010110,1,-61.214889,261.214889
1110000100010111,0,,
1110000100011000,1,-100.198838,300.198838
1110000100011001,0,,
1110000100011010,1,-61.214889,261.214889
1110000100011011,0,,
1110000100011100,1,-100.198838,300.198838
1110000100011101,0,,
1110000100011110,1,-61.214889,261.214889
1110000100011111,0,,
1110000100100000,1,-58.781307,258.781307
1110000100100001,0,,
1110000100100010,1,-34.804308,234.804308
1110000100100011,0,,
1110000100100100,0,,
1110000100100101,0,,
1110000100100110,0,,
1110000100100111,0,,
1110000100101000,1,-58.781307,258.781307
1110000100101001,0,,
1110000100101010,1,-34.804308,234.804308
1110000100101011,0,,
1110000100101100,0,,
1110000100101101,0,,
1110000100101110,0,,
1110000100101111,0,,
1110000100110000,1,-58.781307,258.781307
1110000100110001,0,,
1110000100110010,1,-34.804308,234.804308
1110000100110011,0,,
1110000100110100,0,,
1110000100110101,0,,
1110000100110110,0,,
1110000100110111,0,,
1110000100111000,1,-58.781307,258.781307
1110000100111001,0,,
1110000100111010,1,-34.804308,234.804308
1110000100111011,0,,
1110000100111100,0,,
1110000100111101,0,,
1110000100111110,0,,
1110000100111111,0,,
1110000101000000,1,-16.463669,216.463669
1110000101000001,0,,
1110000101000010,1,-4.6423,204.6423
1110000101000011,0,,
1110000101000100,1,-16.463669,216.463669
1110000101000101,0,,
1110000101000110,1,-4.6423,204.6423
1110000101000111,0,,
1110000101001000,0,,
1110000101001001,0,,
1110000101001010,0,,
1110000101001011,0,,
1110000101001100,0,,
1110000101001101,0,,
1110000101001110,0,,
1110000101001111,0,,
1110000101010000,1,-16.463669,216.463669
1110000101010001,0,,
1110000101010010,1,-4.6423,204.6423
1110000101010011,0,,
1110000101010100,1,-16.463669,216.463669
1110000101010101,0,,
1110000101010110,1,-4.6423,204.6423
1110000101010111,0,,
1110000101011000,0,,
1110000101011001,0,,
1110000101011010,0,,
1110000101011011,0,,
1110000101011100,0,,
1110000101011101,0,,
1110000101011110,0,,
1110000101011111,0,,
1110000101100000,1,17.029623,182.970377
1110000101100001,0,,
1110000101100010,1,19.004932,180.995068
1110000101100011,0,,
1110000101100100,0,,
1110000101100101,0,,
1110000101100110,0,,
1110000101100111,0,,
1110000101101000,0,,
1110000101101001,0,,
1110000101101010,0,,
1110000101101011,0,,
1110000101101100,0,,
1110000101101101,0,,
1110000101101110,0,,
1110000101101111,0,,
1110000101110000,1,17.029623,182.970377
1110000101110001,0,,
1110000101110010,1,19.004932,180.995068
1110000101110011,0,,
1110000101110100,0,,
1110000101110101,0,,
1110000101110110,0,,
1110000101110111,0,,
1110000101111000,0,,
1110000101111001,0,,
1110000101111010,0,,
1110000101111011,0,,
1110000101111100,0,,
1110000101111101,0,,
1110000101111110,0,,
1110000101111111,0,,
1110000110000000,1,-84.040683,284.040683
1110000110000001,0,,
1110000110000010,1,-52.95513,252.95513
1110000110000011,0,,
1110000110000100,1,-84.040683,284.040683
1110000110000101,0,,
1110000110000110,1,-52.95513,252.95513
1110000110000111,0,,
1110000110001000,1,-84.040683,284.040683
1110000110001001,0,,
1110000110001010,1,-52.95513,252.95513
1110000110001011,0,,
1110000110001100,1,-84.040683,284.040683
1110000110001101,0,,
1110000110001110,1,-52.95513,252.95513
1110000110001111,0,,
1110000110010000,1,-78.723463,278.723463
1110000110010001,0,,
1110000110010010,1,-47.63791,247.63791
1110000110010011,0,,
1110000110010100,1,-78.723463,278.723463
1110000110010101,0,,
1110000110010110,1,-47.63791,247.63791
1110000110010111,0,,
1110000110011000,1,-78.723463,278.723463
1110000110011001,0,,
1110000110011010,1,-47.63791,247.63791
1110000110011011,0,,
1110000110011100,1,-78.723463,278.723463
1110000110011101,0,,
1110000110011110,1,-47.63791,247.63791
1110000110011111,0,,
1110000110100000,1,-43.371177,243.371177
1110000110100001,0,,
1110000110100010,1,-25.791879,225.791879
1110000110100011,0,,
1110000110100100,0,,
1110000110100101,0,,
1110000110100110,0,,
1110000110100111,0,,
1110000110101000,1,-43.371177,243.371177
1110000110101001,0,,
1110000110101010,1,-25.791879,225.791879
1110000110101011,0,,
1110000110101100,0,,
1110000110101101,0,,
1110000110101110,0,,
1110000110101111,0,,
1110000110110000,1,-39.064229,239.064229
1110000110110001,0,,
1110000110110010,1,-21.48493,221.48493
1110000110110011,0,,
1110000110110100,0,,
1110000110110101,0,,
1110000110110110,0,,
1110000110110111,0,,
1110000110111000,1,-39.064229,239.064229
1110000110111001,0,,
1110000110111010,1,-21.48493,221.48493
1110000110111011,0,,
1110000110111100,0,,
1110000110111101,0,,
1110000110111110,0,,
1110000110111111,0,,
1110000111000000,1,-2.536383,202.536383
1110000111000001,0,,
1110000111000010,1,4.102849,195.897151
1110000111000011,0,,
1110000111000100,1,-2.536383,202.536383
1110000111000101,0,,
1110000111000110,1,4.102849,195.897151
1110000111000111,0,,
1110000111001000,0,,
1110000111001001,0,,
1110000111001010,0,,
1110000111001011,0,,
1110000111001100,0,,
1110000111001101,0,,
1110000111001110,0,,
1110000111001111,0,,
1110000111010000,1,0.952245,199.047755
1110000111010001,0,,
1110000111010010,1,7.591477,192.408523
1110000111010011,0,,
1110000111010100,1,0.952245,199.047755
1110000111010101,0,,
1110000111010110,1,7.591477,192.408523
1110000111010111,0,,
1110000111011000,0,,
1110000111011001,0,,
1110000111011010,0,,
1110000111011011,0,,
1110000111011100,0,,
1110000111011101,0,,
1110000111011110,0,,
1110000111011111,0,,
1110000111100000,1,29.834205,170.165795
1110000111100001,1,44.40634,155.59366
1110000111100010,1,27.611983,172.388017
1110000111100011,1,42.184118,157.815882
1110000111100100,0,,
1110000111100101,0,,
1110000111100110,0,,
1110000111100111,0,,
1110000111101000,0,,
1110000111101001,0,,
1110000111101010,0,,
1110000111101011,0,,
1110000111101100,0,,
1110000111101101,0,,
1110000111101110,0,,
1110000111101111,0,,
1110000111110000,1,32.659994,167.340006
1110000111110001,1,46.94955,153.05045
1110000111110010,1,30.437772,169.562228
1110000111110011,1,44.727328,155.272672
1110000111110100,0,,
1110000111110101,0,,
1110000111110110,0,,
1110000111110111,0,,
1110000111111000,0,,
1110000111111001,0,,
1110000111111010,0,,
1110000111111011,0,,
1110000111111100,0,,
1110000111111101,0,,
1110000111111110,0,,
1110000111111111,0,,
1110001000000000,1,-96.585193,296.585193
1110001000000001,0,,
1110001000000010,1,-57.601244,257.601244
1110001000000011,0,,
1110001000000100,1,-96.585193,296.585193
1110001000000101,0,,
1110001000000110,1,-57.601244,257.601244
1110001000000111,0,,
1110001000001000,1,-96.585193,296.585193
1110001000001001,0,,
1110001000001010,1,-57.601244,257.601244
1110001000001011,0,,
1110001000001100,1,-96.585193,296.585193
1110001000001101,0,,
1110001000001110,1,-57.601244,257.601244
1110001000001111,0,,
1110001000010000,1,-96.585193,296.585193
1110001000010001,0,,
1110001000010010,1,-57.601244,257.601244
1110001000010011,0,,
1110001000010100,1,-96.585193,296.585193
1110001000010101,0,,
1110001000010110,1,-57.601244,257.601244
1110001000010111,0,,
1110001000011000,1,-96.585193,296.585193
1110001000011001,0,,
1110001000011010,1,-57.601244,257.601244
1110001000011011,0,,
1110001000011100,1,-96.585193,296.585193
1110001000011101,0,,
1110001000011110,1,-57.601244,257.601244
1110001000011111,0,,
1110001000100000,1,-55.167662,255.167662
1110001000100001,0,,
1110001000100010,1,-31.190664,231.190664
1110001000100011,0,,
1110001000100100,0,,
1110001000100101,0,,
1110001000100110,0,,
1110001000100111,0,,
1110001000101000,1,-55.167662,255.167662
1110001000101001,0,,
1110001000101010,1,-31.190664,231.190664
1110001000101011,0,,
1110001000101100,0,,
1110001000101101,0,,
1110001000101110,0,,
1110001000101111,0,,
1110001000110000,1,-55.167662,255.167662
1110001000110001,0,,
1110001000110010,1,-31.190664,231.190664
1110001000110011,0,,
1110001000110100,0,,
1110001000110101,0,,
1110001000110110,0,,
1110001000110111,0,,
1110001000111000,1,-55.167662,255.167662
1110001000111001,0,,
1110001000111010,1,-31.190664,231.190664
1110001000111011,0,,
1110001000111100,0,,
1110001000111101,0,,
1110001000111110,0,,
1110001000111111,0,,
1110001001000000,1,-14.092757,214.092757
1110001001000001,0,,
1110001001000010,1,-2.271388,202.271388
1110001001000011,0,,
1110001001000100,1,-14.092757,214.092757
1110001001000101,0,,
1110001001000110,1,-2.271388,202.271388
1110001001000111,0,,
1110001001001000,0,,
1110001001001001,0,,
1110001001001010,0,,
1110001001001011,0,,
1110001001001100,0,,
1110001001001101,0,,
1110001001001110,0,,
1110001001001111,0,,
1110001001010000,1,-14.092757,214.092757
1110001001010001,0,,
1110001001010010,1,-2.271388,202.271388
1110001001010011,0,,
1110001001010100,1,-14.092757,214.092757
1110001001010101,0,,
1110001001010110,1,-2.271388,202.271388
1110001001010111,0,,
1110001001011000,0,,
1110001001011001,0,,
1110001001011010,0,,
1110001001011011,0,,
1110001001011100,0,,
1110001001011101,0,,
1110001001011110,0,,
1110001001011111,0,,
1110001001100000,1,19.400536,180.599464
1110001001100001,0,,
1110001001100010,1,21.375844,178.624156
1110001001100011,0,,
1110001001100100,0,,
1110001001100101,0,,
1110001001100110,0,,
1110001001100111,0,,
1110001001101000,0,,
1110001001101001,0,,
1110001001101010,0,,
1110001001101011,0,,
1110001001101100,0,,
1110001001101101,0,,
1110001001101110,0,,
1110001001101111,0,,
1110001001110000,1,19.400536,180.599464
1110001001110001,0,,
1110001001110010,1,21.375844,178.624156
1110001001110011,0,,
1110001001110100,0,,
1110001001110101,0,,
1110001001110110,0,,
1110001001110111,0,,
1110001001111000,0,,
1110001001111001,0,,
1110001001111010,0,,
1110001001111011,0,,
1110001001111100,0,,
1110001001111101,0,,
1110001001111110,0,,
1110001001111111,0,,
1110001010000000,1,-80.788403,280.788403
1110001010000001,0,,
1110001010000010,1,-49.702849,249.702849
1110001010000011,0,,
1110001010000100,1,-80.788403,280.788403
1110001010000101,0,,
1110001010000110,1,-49.702849,249.702849
1110001010000111,0,,
1110001010001000,1,-80.788403,280.788403
1110001010001001,0,,
1110001010001010,1,-49.702849,249.702849
1110001010001011,0,,
1110001010001100,1,-80.788403,280.788403
1110001010001101,0,,
1110001010001110,1,-49.702849,249.702849
1110001010001111,0,,
1110001010010000,1,-75.471183,275.471183
1110001010010001,0,,
1110001010010010,1,-44.385629,244.385629
1110001010010011,0,,
1110001010010100,1,-75.471183,275.471183
1110001010010101,0,,
1110001010010110,1,-44.385629,244.385629
1110001010010111,0,,
1110001010011000,1,-75.471183,275.471183
1110001010011001,0,,
1110001010011010,1,-44.385629,244.385629
1110001010011011,0,,
1110001010011100,1,-75.471183,275.471183
1110001010011101,0,,
1110001010011110,1,-44.385629,244.385629
1110001010011111,0,,
1110001010100000,1,-40.118897,240.118897
1110001010100001,0,,
1110001010100010,1,-22.539598,222.539598
1110001010100011,0,,
1110001010100100,0,,
1110001010100101,0,,
1110001010100110,0,,
1110001010100111,0,,
1110001010101000,1,-40.118897,240.118897
1110001010101001,0,,
1110001010101010,1,-22.539598,222.539598
1110001010101011,0,,
1110001010101100,0,,
1110001010101101,0,,
1110001010101110,0,,
1110001010101111,0,,
1110001010110000,1,-35.811949,235.811949
1110001010110001,0,,
1110001010110010,1,-18.23265,218.23265
1110001010110011,0,,
1110001010110100,0,,
1110001010110101,0,,
1110001010110110,0,,
1110001010110111,0,,
1110001010111000,1,-35.811949,235.811949
1110001010111001,0,,
1110001010111010,1,-18.23265,218.23265
1110001010111011,0,,
1110001010111100,0,,
1110001010111101,0,,
1110001010111110,0,,
1110001010111111,0,,
1110001011000000,1,-0.402562,200.402562
1110001011000001,0,,
1110001011000010,1,6.23667,193.76333
1110001011000011,0,,
1110001011000100,1,-0.402562,200.402562
1110001011000101,0,,
1110001011000110,1,6.23667,193.76333
1110001011000111,0,,
1110001011001000,0,,
1110001011001001,0,,
1110001011001010,0,,
1110001011001011,0,,
1110001011001100,0,,
1110001011001101,0,,
1110001011001110,0,,
1110001011001111,0,,
1110001011010000,1,3.086066,196.913934
1110001011010001,0,,
1110001011010010,1,9.725298,190.274702
1110001011010011,0,,
1110001011010100,1,3.086066,196.913934
1110001011010101,0,,
1110001011010110,1,9.725298,190.274702
1110001011010111,0,,
1110001011011000,0,,
1110001011011001,0,,
1110001011011010,0,,
1110001011011011,0,,
1110001011011100,0,,
1110001011011101,0,,
1110001011011110,0,,
1110001011011111,0,,
1110001011100000,1,31.968027,168.031973
1110001011100001,1,46.326779,153.673221
1110001011100010,1,29.745804,170.254196
1110001011100011,1,44.104557,155.895443
1110001011100100,0,,
1110001011100101,0,,
1110001011100110,0,,
1110001011100111,0,,
1110001011101000,0,,
1110001011101001,0,,
1110001011101010,0,,
1110001011101011,0,,
1110001011101100,0,,
1110001011101101,0,,
1110001011101110,0,,
1110001011101111,0,,
1110001011110000,1,34.793815,165.206185
1110001011110001,1,48.869989,151.130011
1110001011110010,1,32.571593,167.428407
1110001011110011,1,46.647767,153.352233
1110001011110100,0,,
1110001011110101,0,,
1110001011110110,0,,
1110001011110111,0,,
1110001011111000,0,,
1110001011111001,0,,
1110001011111010,0,,
1110001011111011,0,,
1110001011111100,0,,
1110001011111101,0,,
1110001011111110,0,,
1110001011111111,0,,
1110001100000000,1,-70.360457,270.360457
1110001100000001,0,,
1110001100000010,1,-39.274903,239.274903
1110001100000011,0,,
1110001100000100,1,-70.360457,270.360457
1110001100000101,0,,
1110001100000110,1,-39.274903,239.274903
1110001100000111,0,,
1110001100001000,1,-70.360457,270.360457
1110001100001001,0,,
1110001100001010,1,-39.274903,239.274903
1110001100001011,0,,
1110001100001100,1,-70.360457,270.360457
1110001100001101,0,,
1110001100001110,1,-39.274903,239.274903
1110001100001111,0,,
1110001100010000,1,-70.360457,270.360457
1110001100010001,0,,
1110001100010010,1,-39.274903,239.274903
1110001100010011,0,,
1110001100010100,1,-70.360457,270.360457
1110001100010101,0,,
1110001100010110,1,-39.274903,239.274903
1110001100010111,0,,
1110001100011000,1,-70.360457,270.360457
1110001100011001,0,,
1110001100011010,1,-39.274903,239.274903
1110001100011011,0,,
1110001100011100,1,-70.360457,270.360457
1110001100011101,0,,
1110001100011110,1,-39.274903,239.274903
1110001100011111,0,,
1110001100100000,1,-54.703051,254.703051
1110001100100001,0,,
1110001100100010,1,-30.726052,230.726052
1110001100100011,0,,
1110001100100100,1,-50.61447,250.61447
1110001100100101,0,,
1110001100100110,1,-26.637471,226.637471
1110001100100111,0,,
1110001100101000,1,-54.703051,254.703051
1110001100101001,0,,
1110001100101010,1,-30.726052,230.726052
1110001100101011,0,,
1110001100101100,1,-50.61447,250.61447
1110001100101101,0,,
1110001100101110,1,-26.637471,226.637471
1110001100101111,0,,
1110001100110000,1,-54.703051,254.703051
1110001100110001,0,,
1110001100110010,1,-30.726052,230.726052
1110001100110011,0,,
1110001100110100,1,-50.61447,250.61447
1110001100110101,0,,
1110001100110110,1,-26.637471,226.637471
1110001100110111,0,,
1110001100111000,1,-54.703051,254.703051
1110001100111001,0,,
1110001100111010,1,-30.726052,230.726052
1110001100111011,0,,
1110001100111100,1,-50.61447,250.61447
1110001100111101,0,,
1110001100111110,1,-26.637471,226.637471
1110001100111111,0,,
1110001101000000,1,6.439214,193.560786
1110001101000001,0,,
1110001101000010,1,13.078446,186.921554
1110001101000011,0,,
1110001101000100,1,6.439214,193.560786
1110001101000101,0,,
1110001101000110,1,13.078446,186.921554
1110001101000111,0,,
1110001101001000,0,,
1110001101001001,0,,
1110001101001010,0,,
1110001101001011,0,,
1110001101001100,0,,
1110001101001101,0,,
1110001101001110,0,,
1110001101001111,0,,
1110001101010000,1,6.439214,193.560786
1110001101010001,0,,
1110001101010010,1,13.078446,186.921554
1110001101010011,0,,
1110001101010100,1,6.439214,193.560786
1110001101010101,0,,
1110001101010110,1,13.078446,186.921554
1110001101010111,0,,
1110001101011000,0,,
1110001101011001,0,,
1110001101011010,0,,
1110001101011011,0,,
1110001101011100,0,,
1110001101011101,0,,
1110001101011110,0,,
1110001101011111,0,,
1110001101100000,1,19.705367,180.294633
1110001101100001,0,,
1110001101100010,1,21.680676,178.319324
1110001101100011,0,,
1110001101100100,1,22.387885,177.612115
1110001101100101,0,,
1110001101100110,1,24.363194,175.636806
1110001101100111,0,,
1110001101101000,0,,
1110001101101001,0,,
1110001101101010,0,,
1110001101101011,0,,
1110001101101100,0,,
1110001101101101,0,,
1110001101101110,0,,
1110001101101111,0,,
1110001101110000,1,19.705367,180.294633
1110001101110001,0,,
1110001101110010,1,21.680676,178.319324
1110001101110011,0,,
1110001101110100,1,22.387885,177.612115
1110001101110101,0,,
1110001101110110,1,24.363194,175.636806
1110001101110111,0,,
1110001101111000,0,,
1110001101111001,0,,
1110001101111010,0,,
1110001101111011,0,,
1110001101111100,0,,
1110001101111101,0,,
1110001101111110,0,,
1110001101111111,0,,
1110001110000000,1,-55.399968,255.399968
1110001110000001,0,,
1110001110000010,1,-31.422969,231.422969
1110001110000011,0,,
1110001110000100,1,-55.399968,255.399968
1110001110000101,0,,
1110001110000110,1,-31.422969,231.422969
1110001110000111,0,,
1110001110001000,1,-55.399968,255.399968
1110001110001001,0,,
1110001110001010,1,-31.422969,231.422969
1110001110001011,0,,
1110001110001100,1,-55.399968,255.399968
1110001110001101,0,,
1110001110001110,1,-31.422969,231.422969
1110001110001111,0,,
1110001110010000,1,-50.61447,250.61447
1110001110010001,0,,
1110001110010010,1,-26.637471,226.637471
1110001110010011,0,,
1110001110010100,1,-50.61447,250.61447
1110001110010101,0,,
1110001110010110,1,-26.637471,226.637471
1110001110010111,0,,
1110001110011000,1,-50.61447,250.61447
1110001110011001,0,,
1110001110011010,1,-26.637471,226.637471
1110001110011011,0,,
1110001110011100,1,-50.61447,250.61447
1110001110011101,0,,
1110001110011110,1,-26.637471,226.637471
1110001110011111,0,,
1110001110100000,1,-39.700747,239.700747
1110001110100001,0,,
1110001110100010,1,-22.121448,222.121448
1110001110100011,0,,
1110001110100100,1,-36.021024,236.021024
1110001110100101,0,,
1110001110100110,1,-18.441725,218.441725
1110001110100111,0,,
1110001110101000,1,-39.700747,239.700747
1110001110101001,0,,
1110001110101010,1,-22.121448,222.121448
1110001110101011,0,,
1110001110101100,1,-36.021024,236.021024
1110001110101101,0,,
1110001110101110,1,-18.441725,218.441725
1110001110101111,0,,
1110001110110000,1,-35.393798,235.393798
1110001110110001,0,,
1110001110110010,1,-17.8145,217.8145
1110001110110011,0,,
1110001110110100,1,-31.714076,231.714076
1110001110110101,0,,
1110001110110110,1,-14.134777,214.134777
1110001110110111,0,,
1110001110111000,1,-35.393798,235.393798
1110001110111001,0,,
1110001110111010,1,-17.8145,217.8145
1110001110111011,0,,
1110001110111100,1,-31.714076,231.714076
1110001110111101,0,,
1110001110111110,1,-14.134777,214.134777
1110001110111111,0,,
1110001111000000,1,19.24812,180.75188
1110001111000001,0,,
1110001111000010,1,21.223428,178.776572
1110001111000011,0,,
1110001111000100,1,19.24812,180.75188
1110001111000101,0,,
1110001111000110,1,21.223428,178.776572
1110001111000111,0,,
1110001111001000,0,,
1110001111001001,0,,
1110001111001010,0,,
1110001111001011,0,,
1110001111001100,0,,
1110001111001101,0,,
1110001111001110,0,,
1110001111001111,0,,
1110001111010000,1,22.387885,177.612115
1110001111010001,0,,
1110001111010010,1,24.363194,175.636806
1110001111010011,0,,
1110001111010100,1,22.387885,177.612115
1110001111010101,0,,
1110001111010110,1,24.363194,175.636806
1110001111010111,0,,
1110001111011000,0,,
1110001111011001,0,,
1110001111011010,0,,
1110001111011011,0,,
1110001111011100,0,,
1110001111011101,0,,
1110001111011110,0,,
1110001111011111,0,,
1110001111100000,1,32.242375,167.757625
1110001111100001,1,46.573693,153.426307
1110001111100010,1,30.020153,169.979847
1110001111100011,1,44.351471,155.648529
1110001111100100,1,34.656641,165.343359
1110001111100101,1,48.746533,151.253467
1110001111100110,1,32.434419,167.565581
1110001111100111,1,46.52431,153.47569
1110001111101000,0,,
1110001111101001,0,,
1110001111101010,0,,
1110001111101011,0,,
1110001111101100,0,,
1110001111101101,0,,
1110001111101110,0,,
1110001111101111,0,,
1110001111110000,1,35.068164,164.931836
1110001111110001,1,49.116903,150.883097
1110001111110010,1,32.845942,167.154058
1110001111110011,1,46.894681,153.105319
1110001111110100,1,37.48243,162.51757
1110001111110101,1,51.289742,148.710258
1110001111110110,1,35.260208,164.739792
1110001111110111,1,49.06752,150.93248
1110001111111000,0,,
1110001111111001,0,,
1110001111111010,0,,
1110001111111011,0,,
1110001111111100,0,,
1110001111111101,0,,
1110001111111110,0,,
1110001111111111,0,,
1110010000000000,1,-100.198838,300.198838
1110010000000001,0,,
1110010000000010,1,-61.214889,261.214889
1110010000000011,0,,
1110010000000100,1,-100.198838,300.198838
1110010000000101,0,,
1110010000000110,1,-61.214889,261.214889
1110010000000111,0,,
1110010000001000,1,-100.198838,300.198838
1110010000001001,0,,
1110010000001010,1,-61.214889,261.214889
1110010000001011,0,,
1110010000001100,1,-100.198838,300.198838
1110010000001101,0,,
1110010000001110,1,-61.214889,261.214889
1110010000001111,0,,
1110010000010000,1,-100.198838,300.198838
1110010000010001,0,,
1110010000010010,1,-61.214889,261.214889
1110010000010011,0,,
1110010000010100,1,-100.198838,300.198838
1110010000010101,0,,
1110010000010110,1,-61.214889,261.214889
1110010000010111,0,,
1110010000011000,1,-100.198838,300.198838
1110010000011001,0,,
1110010000011010,1,-61.214889,261.214889
1110010000011011,0,,
1110010000011100,1,-100.198838,300.198838
1110010000011101,0,,
1110010000011110,1,-61.214889,261.214889
1110010000011111,0,,
1110010000100000,1,-34.924541,234.924541
1110010000100001,0,,
1110010000100010,1,-17.345242,217.345242
1110010000100011,0,,
1110010000100100,0,,
